user,song,play_count,rate
a58e782566654163015fbeb4f079be0df18d680f,SOREBOB12A6D4F7986,4,4
a58e782566654163015fbeb4f079be0df18d680f,SORYLNP12A8C13C3E7,35,15
a58e782566654163015fbeb4f079be0df18d680f,SOSEUUV12A6701E93C,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOSKFED12A8C1343AB,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOSQIHH12A8C13370B,2,2
a58e782566654163015fbeb4f079be0df18d680f,SOSQQGF12A6310F0FB,2,2
a58e782566654163015fbeb4f079be0df18d680f,SOSVPIE12A6D4FA873,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOSXLTC12AF72A7F54,6,6
a58e782566654163015fbeb4f079be0df18d680f,SOSYMSX12A6310DFE2,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOTEFFR12A8C144765,4,4
a58e782566654163015fbeb4f079be0df18d680f,SOTKYBW12A8C13C3EA,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOTODTI12A8C1402D3,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOUCKDH12A8C138FF5,2,2
a58e782566654163015fbeb4f079be0df18d680f,SOUZDWT12B0B80BC62,25,15
a58e782566654163015fbeb4f079be0df18d680f,SOVDSJC12A58A7A271,5,5
a58e782566654163015fbeb4f079be0df18d680f,SOVFFSK12A6BD55C96,34,15
a58e782566654163015fbeb4f079be0df18d680f,SOVMGXI12AF72A80B0,5,5
a58e782566654163015fbeb4f079be0df18d680f,SOVPDKK12A8C138DA5,14,14
a58e782566654163015fbeb4f079be0df18d680f,SOVVRDZ12A6701C577,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOVYIYI12A8C138D88,23,15
a58e782566654163015fbeb4f079be0df18d680f,SOWBYZF12A6D4F9424,5,5
a58e782566654163015fbeb4f079be0df18d680f,SOWCKVR12A8C142411,3,3
a58e782566654163015fbeb4f079be0df18d680f,SOWEJXA12A6701C574,2,2
a58e782566654163015fbeb4f079be0df18d680f,SOWNIWL12AB017B720,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOXHIDK12A58A7CFB3,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOXNZUH12AB018393F,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOXXVSU12A8C133445,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOYIWVC12A8AE47F31,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOZFYTZ12AB018565D,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOZMEWR12A6701EBD9,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOZSFWF12A6D4F93D5,1,1
a58e782566654163015fbeb4f079be0df18d680f,SOZUPDR12A8C137FB6,6,6
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOAXGDH12A8C13F8A1,44,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOCVTLJ12A6310F0FD,44,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SODCNJX12A6D4F93CB,121,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOKLRPJ12A8C13C3FE,46,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOLZEED12A6D4FA8C9,25,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOPAYPV12AB017DB0C,40,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOPNLBX12A8C1377D4,3,3
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOPXKYD12A6D4FA876,47,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SORALYQ12A8151BA99,39,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOTORXA12A58A79338,1,1
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOUCPBK12A58A7881A,4,4
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOWCKVR12A8C142411,46,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOXLRDB12A81C21739,1,1
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOYRAHL12A6310D821,50,15
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOYYIMV12A8C13E4ED,7,7
8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOZBZSY12A6D4FA404,166,15
6a46aee45cc177cf8e2025e59d21c7939902deee,SOHJOLH12A6310DFE5,2,2
6a46aee45cc177cf8e2025e59d21c7939902deee,SONJILQ12A67020456,3,3
6a46aee45cc177cf8e2025e59d21c7939902deee,SOSYMSX12A6310DFE2,3,3
6a46aee45cc177cf8e2025e59d21c7939902deee,SOTVFIU12AC46878B7,3,3
6a46aee45cc177cf8e2025e59d21c7939902deee,SOUTGUB12AB017DC5B,128,15
6a46aee45cc177cf8e2025e59d21c7939902deee,SOWOMMY127F8096DF9,63,15
6a46aee45cc177cf8e2025e59d21c7939902deee,SOWUTFF12A8C138AB2,809,15
6a46aee45cc177cf8e2025e59d21c7939902deee,SOXPFLM12A8AE48C50,55,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOAUWYT12A81C206F1,1,1
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOEPZQS12A8C1436C7,14,14
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOFLJQZ12A6D4FADA6,2,2
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOFRQTD12A81C233C0,21,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOLRGVL12A8C143BC3,15,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOLZEED12A6D4FA8C9,32,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOMDVSL12A6D4F7230,62,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SONWUZV12AB0180BAD,3,3
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOPPROJ12AB0184E18,28,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOQQQMM12A6310DFCC,82,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOTCMDJ12A6D4F8528,81,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOTVJEN12A8C13B064,27,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOXCEYU12A6D4F3E70,1,1
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOXKOIY12A8C13C1EA,1,1
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOYDTRQ12AF72A3D61,24,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOYFMNU12AB0181435,34,15
8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOZXBIS12A8AE44A2E,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOAXGDH12A8C13F8A1,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOEQJBS12A8AE475A4,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOGTDJQ12A8C13324F,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOHNVHC12A6D4F95AB,2,2
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOIMCDE12A6D4F8383,7,7
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOIMQAK12A67ADE98C,8,8
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOIROON12A6701E0B8,10,10
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOJEVHC12A8C13C3E5,11,11
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOMCAFM12A58A7B024,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOMHEVM12A58A80951,13,13
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SONAZWN12A8151C957,10,10
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SONMBPQ12A6D4F95A3,18,15
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SONMOVN12A8C13C0C9,6,6
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SONQCXC12A6D4F6A37,90,15
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SONQEYS12AF72AABC9,11,11
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOOBGSW12A6D4F9D51,7,7
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOPUCYA12A8C13A694,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOQBMFK12A8C13835B,2,2
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SORRYFP12A8C13A08D,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOTCDXR12A679D7E5E,3,3
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOTCMDJ12A6D4F8528,76,15
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOTODTI12A8C1402D3,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOTTGRP12A67ADE985,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOTVLQY12A58A798C2,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOVCHUK12AB017F41F,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOVPDKK12A8C138DA5,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOVYIYI12A8C138D88,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOWEJXA12A6701C574,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOWGCMN12A8C136E44,3,3
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOWOMMY127F8096DF9,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOWRREB12A6D4FA7CB,14,14
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOWUZVU12A6D4F914D,12,12
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOXEGBZ12A679AE53D,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOXNZOW12AB017F756,1,1
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOXPZEZ12A8AE48AC9,6,6
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOXQYSC12A6310E908,9,9
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOXUYUZ12A8C13A67E,10,10
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOYDTIW12A67ADAFC9,10,10
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOYELXR12A8C14153A,60,15
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOYGKNI12AB0187E6E,44,15
ceb2cb3d77d5ff423d93b5b52c74df5b133cee95,SOZBDZN12A8C130C7B,10,10
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOBOUPA12A6D4F81F1,78,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOCVTLJ12A6310F0FD,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SODGVGW12AC9075A8D,3,3
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOEPZQS12A8C1436C7,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOFGJCW12AF72A812D,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOFKABN12A8AE476C6,25,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOFLJQZ12A6D4FADA6,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOHTKMO12AB01843B0,165,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOIIOUS12A8AE47E20,9,9
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOJGSIO12A8C141DBF,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOJMUUU12A8C137A4F,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOKOXWU12AF72AD1BC,20,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOKXYUW12A8C140229,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOKZZGT12A67ADA4C3,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOLRGNF12AB0187CF4,32,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOLRPJX12A58A79808,3,3
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOLZEED12A6D4FA8C9,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOMEUED12A6701DBEA,28,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOMLYJD12A58A7B155,3,3
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOMOFOP12AB01825DD,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOMRYYN12A6310F0F3,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOMYXWV12A8C14232E,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SONGIPI12A8AE46162,16,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SONQBUB12A6D4F8ED0,17,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOOLULU12A6701FBC4,22,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOONUTJ12A6701D7B4,3,3
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOPFVER12AB0180FEF,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOPJULC12A6D4F667F,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOPVQLJ12A67AE2281,7,7
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOQCNFV12A6701D92A,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOQNOAF12A8151AB86,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOREBOB12A6D4F7986,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOSCIZP12AB0181D2F,29,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOSEUUV12A6701E93C,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOSSUUS12A6701EA3C,4,4
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOSUUQF12A6D4F8B2A,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOSVDRD12A67ADAEF1,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOSXLTC12AF72A7F54,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOTEKMT12A67AD954E,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOTKMXA12A6D4F672F,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOUBXSF12A6701D23C,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOUCBEB12A6310E1F9,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOUFTBI12AB0183F65,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOUKMKR12A8C141925,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOUNZHU12A8AE47481,80,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOUODFE12A58A80347,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOVBRCP12A6701D7B5,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOVEUVC12A6310EAF1,8,8
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOVFBUL12A58A7B498,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOVWADY12AB0189C63,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOWGXOP12A6701E93A,21,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOWNIUS12A8C142815,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOWNIWL12AB017B720,3,3
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOWOAXK12A6310D81F,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOWPASM12A8C142B88,3,3
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOWRTJD12A8C132704,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOXBZEQ12A8C14307F,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOXFPND12AB017C9D1,30,15
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOXGQEM12AB0181D35,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOXHYWX12A8C142CE8,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOXKFRI12A8C137A5F,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOXLKNJ12A58A7E09A,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOXXVSU12A8C133445,10,10
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOXZTLV12A6701FFDD,4,4
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOYEQLD12AB017C713,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOYIZSN12A6701E0BB,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOYVFTH12A67020868,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOYWTUB12A8C13B429,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOZBZFF12A6310F12D,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOZCCEU12A8C13D1EA,2,2
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOZOIUU12A67ADFA39,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOZUPDR12A8C137FB6,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOZVCRW12A67ADA0B7,1,1
6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOZYDZR12A8C13F4F0,1,1
7875303e731b91b046ec6fbcd640e0b7d8499753,SOSFPMR12A8C13D44A,5,5
7875303e731b91b046ec6fbcd640e0b7d8499753,SOYZOUY12AAF3B5B94,4,4
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOBOUPA12A6D4F81F1,15,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOCVTLJ12A6310F0FD,2,2
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SODJWHY12A8C142CCE,34,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOEQJBS12A8AE475A4,2,2
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOEYVHS12AB0181D31,9,9
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOFKABN12A8AE476C6,4,4
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOGPBAW12A6D4F9F22,63,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOGPNGN12A8C143969,3,3
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOHTQAS12A6701C7BA,41,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOKLRPJ12A8C13C3FE,2,2
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOKOXWU12AF72AD1BC,32,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOKUAGP12A8C133B94,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOLJWIQ12A6D4FA875,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOLRDEI12A8C13AAA2,35,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOLRGNF12AB0187CF4,3,3
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOLZEED12A6D4FA8C9,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOMRYYN12A6310F0F3,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOMYXWV12A8C14232E,2,2
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SONJNEQ12A6D4F9EB6,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SONOYIB12A81C1F88C,13,13
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SONVPTP12A6D4F7A34,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOOGBWC12A8C140B96,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOONUTJ12A6701D7B4,3,3
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOOWPBJ12A8C137FB4,55,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOPCTBB12AF72A1B64,36,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOPDRWC12A8C141DDE,2,2
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOPEOGA12AB017B694,46,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOPFVER12AB0180FEF,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOPJULC12A6D4F667F,5,5
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOPTLQL12AB018D56F,32,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOPXKYD12A6D4FA876,3,3
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOQCNFV12A6701D92A,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOQGVCS12AF72A078D,4,4
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOQNOAF12A8151AB86,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOQTFOR12A6D4F612A,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOQWSHS12A6701C576,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOQWZAB12AB017C6F7,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOSBKKN12A8C1384B4,2,2
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOSHVEI12AF729AF6B,3,3
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOSNOSA12A67ADA05B,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOSNTSY12AF72A7B43,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOSUUQF12A6D4F8B2A,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOSVDRD12A67ADAEF1,3,3
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOSVPIE12A6D4FA873,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOTEKMT12A67AD954E,39,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOTKMXA12A6D4F672F,5,5
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOTORXA12A58A79338,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOUCKDH12A8C138FF5,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOUFWEW12AB0180EB7,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOUGOHW12AB018AEA3,1,1
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOUKJBT12A6701C4D6,26,15
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOUKMKR12A8C141925,3,3
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOULTKQ12AB018A183,5,5
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOUPMLF12A6701EAFE,4,4
ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOUSZSW12AB01800C2,3,3
